id,config.fold,config.n_max,config.l_max,config.n_train,config.hidden_size,config.n_layers,config.dropout,config.activation,config.optimizer,config.weight_decay,config.lr,config.structures_per_batch,results.local.mae.train,results.local.mae.val,results.local.mae.test,results.local.rmse.train,results.local.rmse.val,results.local.rmse.test,results.structure.mae.train,results.structure.mae.val,results.structure.mae.test,results.structure.rmse.train,results.structure.rmse.val,results.structure.rmse.test,metadata._time.start,metadata._time.end,metadata.search-mode
221025-231609-4245-that-word,0,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.5505332301895451,0.5448157332976657,0.5381870639053588,0.728189850298933,0.7165022128876278,0.711905581320314,4.837080540795556,5.869459214854639,4.852388698188869,5.735119058367558,6.981934241669422,5.87324185816079,1666736169.424935,1666736296.06679,random
221025-231628-8973-wide-home,9,8,8,-1,621,3,0.02304,Tanh,AdamW,3.1176485826448587e-06,0.0001683890141534,589,0.6402442951678172,0.6287605870770776,0.6518363742071254,0.8340178255489376,0.8165056233132872,0.8515290838007076,1.3137281012846216,3.274373866472138,3.85015964890117,1.7971160333728395,4.101073452510549,4.836291826660542,1666736188.897855,1666736369.167318,random
221025-231629-6180-even-post,9,8,8,-1,229,2,0.3168,ReLU,AdamW,4.511500269578207e-05,0.0199771027947494,130,0.633888810358439,0.6326842326109249,0.6379221818786239,0.8347044042196887,0.8349506907689326,0.8465546127226286,5.412297475254866,6.769230129538784,6.494743925782528,6.555869388843097,8.043678051696574,7.925008138782878,1666736189.618478,1666736231.512257,random
221025-231634-5072-fond-loss,1,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5579263032226897,0.554987525963634,0.5521467155072484,0.7274150348174159,0.7246600129089839,0.7122957782192244,5.783529376973243,6.061396000758555,5.829226220199639,6.831015955508099,7.395109422850818,6.990423763731097,1666736194.507716,1666736325.931701,random
221025-231646-6581-near-shoe,6,8,8,-1,408,1,0.192,Tanh,AdamW,7.742636826811277e-06,0.0001825870636274,7,0.6084268969465938,0.6097712464812839,0.6124164450378655,0.7937742825224955,0.7939244662694958,0.803295177540845,0.9126510821634902,3.488006613367125,3.479499472189098,1.1563052437150385,4.7402449171817,4.346853693373398,1666736206.658465,1666736447.992077,random
221025-231712-3522-half-pick,6,8,8,-1,1085,5,0.064,ReLU,AdamW,0.0278255940220712,0.0001471363588104,8,0.5815249019220546,0.5822923995437654,0.5801656353565761,0.7659192852579165,0.7660279804121688,0.7707132882720851,1.3235580611630235,3.538072426859844,3.0459006944225075,1.6398737803461425,4.463391395074872,4.016962022671603,1666736232.352781,1666736418.732284,random
221025-231718-1615-back-pass,5,8,8,-1,288,1,0.2816,Tanh,AdamW,0.0022804717221467,0.0001008457277365,51,0.5691205335654075,0.5784040266085487,0.5713744609684193,0.7463219105828682,0.7594644298164536,0.7514110606960254,1.3883767734024193,3.2635514682772926,3.562697134346978,1.897026874861892,4.168629721291246,4.532013535599476,1666736238.161901,1666736376.304256,random
221025-231721-6914-fake-belt,8,8,8,-1,1566,5,0.1312,CELU,AdamW,0.0918254283565626,0.0027123454685056,15,0.910031210493258,0.9053229057899178,0.9062368705489752,1.196561575868499,1.1990884517395373,1.1921251323956314,8.963164129539143,9.082797963192489,7.909283107456072,11.364006363785789,11.529680942748053,9.79962310946074,1666736241.691915,1666736439.886306,random
221025-231728-3138-twin-beat,0,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.7348894652428445,0.7203535671277387,0.7278666171850346,0.9594471762994504,0.9390143391411212,0.9471333900892972,12.695755178804816,12.12888117588931,12.841089939741876,15.395145420807168,13.904847295173171,15.479266359357837,1666736248.314299,1666736326.942412,random
221025-231752-0890-calm-vast,6,8,8,-1,521,3,0.0832,CELU,AdamW,0.5994842503189409,0.0005373039141606,10,0.5662671587610757,0.5835329334744912,0.5728803447649219,0.7596780114751569,0.7747406212386869,0.7731610909689856,2.9692179899375306,3.481849524711284,3.0239647504126514,3.711423339769128,4.354148198267181,3.883105216487538,1666736272.089505,1666736395.656135,random
221025-231755-0216-keen-host,5,8,8,-1,589,1,0.2592,ReLU,AdamW,2.555097090352507e-05,0.0017613473257365,12,0.5622120243241893,0.571889747041248,0.564962799217289,0.7565009761837904,0.7769208603740946,0.7680463582221675,2.510457157097006,3.255978037009536,3.2438703825517927,3.20632395448724,4.155610680365582,3.957827350149433,1666736275.022018,1666736404.70261,random
221025-231807-1250-real-band,9,8,8,-1,1650,2,0.27904,ReLU,AdamW,0.6716770257778799,0.0002593067095918,728,0.571686737349266,0.5654160680925995,0.5761039551025244,0.7446345703007108,0.7353147149587547,0.7492798242222424,0.6804572085742084,2.508709720012817,2.625607979404012,0.8906055300107256,3.2351512012454444,3.291993431406348,1666736287.125538,1666736843.108465,random
221025-231816-0707-blue-sand,1,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.5045500152477789,0.5029912380763,0.5033093730374564,0.66906264887933,0.6651857213237484,0.6627304043117946,4.341899393817869,4.896290013579492,5.392591409373498,5.285227802041001,5.826020922903388,6.642189337941653,1666736296.07125,1666736450.577306,random
221025-231845-9347-dead-baby,2,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5545841130940231,0.535151395989575,0.5510250310952599,0.7215838030371874,0.6969953100495903,0.7184662675693041,3.885774772312434,4.674867916328345,4.618554759496813,4.828079249264287,5.902305065631669,5.85326903740674,1666736325.935179,1666736471.546455,random
221025-231846-9461-best-rise,1,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.7387591203033292,0.7505432231306325,0.7228449500068648,0.961738444990012,0.9672863798384932,0.9373619169194204,12.426681320441316,12.936176693854026,12.298234256201445,15.08599911290649,17.5424356154911,15.02645244601613,1666736326.946488,1666736372.496311,random
221025-231932-4998-oval-goal,2,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.745243398445342,0.7171840154127967,0.7447918940368442,0.9686324232355596,0.9360886274461756,0.971072184749738,21.189040153053845,20.79673308905966,21.55206429120567,26.77528943158922,26.113974876774726,27.417037021695684,1666736372.500215,1666736429.632274,random
221025-231936-3080-left-bell,6,8,8,-1,288,1,0.2816,Tanh,AdamW,0.0022804717221467,0.0001008457277365,51,0.5850454415223122,0.5916362102410712,0.5925488316897773,0.7672634637892912,0.7746648315941737,0.7774678380822061,1.379001936753655,3.4010165086789064,3.217452855825269,1.8070006006250048,4.3066522261822895,4.110894804609342,1666736376.308401,1666736553.466774,random
221025-231955-6598-wide-team,7,8,8,-1,521,3,0.0832,CELU,AdamW,0.5994842503189409,0.0005373039141606,10,0.5711266941751635,0.5741381427349006,0.5822877675230917,0.7578466641784932,0.7593677934668432,0.7678111803930564,2.9117972394904594,3.2635698715519226,3.3994232166266216,3.6352039020727287,3.9626965387441895,4.247694698483088,1666736395.660203,1666736707.683231,random
221025-232004-7063-half-band,6,8,8,-1,589,1,0.2592,ReLU,AdamW,2.555097090352507e-05,0.0017613473257365,12,0.5534067275420432,0.5660333565953619,0.5613820154376399,0.7446092980899607,0.7587214163146031,0.7635375015678075,1.9504501569191164,2.6637026279302654,3.1666202303608686,2.4335123341755662,3.522087114216729,3.9683803957049832,1666736404.706713,1666736592.27428,random
221025-232018-7367-free-spot,7,8,8,-1,1085,5,0.064,ReLU,AdamW,0.0278255940220712,0.0001471363588104,8,0.5724829139635058,0.5722274304232733,0.568307522626294,0.7505119907118172,0.7465982367939146,0.7416312141433168,1.8442746688524592,3.4770382825780994,3.511255749350345,2.3768977792259163,4.459041540397148,4.629184624495245,1666736418.737243,1666736641.398002,random
221025-232029-6356-rosy-main,3,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.6198271854108426,0.6377508170462199,0.6004757903358057,0.8062831578923224,0.8278815202662685,0.7796117217113951,9.757450697906378,10.290386114556142,9.54982323241537,12.46791907849618,12.626376656337923,12.258657984964415,1666736429.636021,1666736473.825662,random
221025-232034-5472-cool-base,0,8,8,-1,29,2,0.0128,ReLU,AdamW,0.0002945342488814,0.0001394063332706,71,0.5476620561561063,0.5332477294208613,0.5430270980674848,0.7111782916146202,0.6897409369320489,0.7039725652629836,1.057281473196232,3.1474231742556107,2.8563969517371293,1.3797852716059906,3.968152430298196,3.5390586330680964,1666736434.54793,1666736684.843646,random
221025-232039-9241-able-ride,9,8,8,-1,1566,5,0.1312,CELU,AdamW,0.0918254283565626,0.0027123454685056,15,1.23185357811985,1.1944134146208445,1.2187356832215703,1.6968780584558647,1.6472515447139011,1.6644773788933858,15.833341433979449,15.631664611557134,17.34536802517929,20.22564160126057,20.26244147887041,22.32789509035804,1666736439.925075,1666736630.053883,random
221025-232047-9957-idle-fuel,7,8,8,-1,408,1,0.192,Tanh,AdamW,7.742636826811277e-06,0.0001825870636274,7,0.5845149282393903,0.5921125153003671,0.5815231983204789,0.76045481077448,0.7700109905650695,0.7557153776531194,0.5457813047550532,2.9314788997664527,3.4001547642374192,0.6855856612212882,3.799268099581413,4.59457980212814,1666736447.996108,1666737086.089812,random
221025-232050-5795-huge-rich,2,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.4970948814667215,0.4781341046164333,0.4936439202872257,0.6551145312087541,0.6313026219249691,0.6501273445443027,4.018306377622762,3.904292911580544,4.37735402992448,4.881483341881045,4.878731824642595,5.307857608566268,1666736450.580076,1666736603.133754,random
221025-232111-5496-dark-exam,3,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5491597300652716,0.5646585190868977,0.5322638985282108,0.711778123359481,0.73118950711089,0.6899403235165421,4.84325120646028,5.091315916357832,5.767920877474079,5.654741877314551,6.108759974410702,6.892569794745042,1666736471.550127,1666736603.076265,random
221025-232113-8302-left-race,4,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.7381257754903595,0.7284907436766958,0.75094612073958,0.965247933878612,0.953461139980476,0.9848853408370876,15.341819426498509,14.809338799981951,14.769517114979344,18.33697690279626,17.309495213159547,17.55416097427495,1666736473.830614,1666736523.011286,random
221025-232203-0151-wiry-rush,5,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.7521663672739147,0.7501408129879604,0.7476833089148366,0.9890190887939468,0.99082244349808,0.9855658819333432,9.443711668702951,9.736883723111376,8.615883713346863,12.218601334294464,12.224593629885517,10.668113574525968,1666736523.015558,1666736561.635519,random
221025-232221-3863-bony-post,0,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.5512004252741618,0.5485467819547291,0.5364039168598028,0.7270795063604228,0.718629932720946,0.70669432136712,3.4437133584023907,4.504088023456035,3.6247786652258216,4.550751386502417,5.603283078325688,4.727043231618372,1666736541.386736,1666736639.454824,random
221025-232233-4705-wide-bath,7,8,8,-1,288,1,0.2816,Tanh,AdamW,0.0022804717221467,0.0001008457277365,51,0.6137411775943621,0.619041702894846,0.6140358308536288,0.8025632637711805,0.8107202170220593,0.8032208710411997,1.824586271341551,3.290261076540929,3.482598533398962,2.432227794288047,4.179020396952501,4.543548550673086,1666736553.470967,1666736643.371066,random
221025-232241-6393-back-help,6,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.6240880578838824,0.6272479632090122,0.6274169027987819,0.8108310688347475,0.8133560892664297,0.8209012206389094,10.536123357540424,11.150753763223417,11.057562372330164,13.575189429607263,14.976430955850548,14.347008052049752,1666736561.639646,1666736606.128045,random
221025-232312-2780-dull-park,7,8,8,-1,589,1,0.2592,ReLU,AdamW,2.555097090352507e-05,0.0017613473257365,12,0.5333346433598471,0.5378662897524659,0.5393197820916312,0.7220610631171885,0.7244886201206656,0.7292455523004363,3.0716300336625,3.404552266927814,3.4727016562172843,3.922141755029117,4.101562102466165,4.354968814437559,1666736592.278457,1666736707.560424,random
221025-232323-0797-used-type,4,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5387943293309402,0.5419579261947682,0.5567277582429216,0.7016906735747578,0.7087488303744954,0.724812606560969,6.029941109673606,6.402591391816444,6.567038453935199,7.598315480198287,8.027275029227578,8.069509477285633,1666736603.080717,1666736739.77313,random
221025-232323-1377-wiry-term,3,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.5593500000480427,0.5756655100318144,0.5390802219595029,0.7383825004134734,0.7587708742886284,0.7131429804556468,4.639790834434645,5.578127397256117,4.321825974252171,5.666770892822811,6.435782405276915,5.543540291394059,1666736603.138308,1666736695.897716,random
221025-232326-1336-easy-bear,7,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.752767684935194,0.7642464989800476,0.7611000832224376,0.9857114957902168,0.997840288248203,0.9869709139399996,13.650398379507344,13.384272934948676,13.21219558699232,16.29642556041875,15.377440937498337,15.845972525475268,1666736606.134017,1666736648.522863,random
221025-232359-4636-fast-page,1,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.5542184289850702,0.5564767891569082,0.5492369244754329,0.7313139985878236,0.7346397134092312,0.722468715048877,3.6391364852636414,4.846879078411948,4.725754827875667,4.789194921995793,7.6794118225725185,6.1938289421704456,1666736639.46426,1666736729.989181,random
221025-232403-3746-male-word,8,8,8,-1,288,1,0.2816,Tanh,AdamW,0.0022804717221467,0.0001008457277365,51,0.5847582734419486,0.5933845112883712,0.5902117428605976,0.7633883794957983,0.7778546130655928,0.7727629859516926,1.385779835990755,3.547798500371912,3.215459702433149,1.895780244373272,4.39398468704427,4.059676348821284,1666736643.375056,1666736781.282356,random
221025-232404-1673-wiry-wing,8,8,8,-1,1085,5,0.064,ReLU,AdamW,0.0278255940220712,0.0001471363588104,8,0.5711425554651317,0.5652537803804888,0.5700975324081278,0.7550075530846175,0.7465005545029606,0.752001367044828,0.763990269497754,3.074472999050877,2.97390603138455,0.955515575313232,3.823635396714501,3.819938528770092,1666736644.167936,1666736858.130373,random
221025-232408-5274-tart-golf,8,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.5703571510757562,0.5753309413505722,0.5823627455779412,0.7550240677405987,0.7657143684213097,0.7711307212689846,6.012724892202594,6.348769089120022,5.628775474359062,7.460844127485244,7.7434830998585475,7.089035080197756,1666736648.528109,1666736690.504138,random
221025-232421-9668-slim-girl,4,8,8,-1,12,1,0.08,CELU,AdamW,0.0001,0.0015811388300841,5,0.545598406629281,0.5513999951060061,0.5618842970561931,0.7169896953278696,0.726235265231483,0.7371241335434227,1.81758974036499,2.78706223650922,2.6033599047657545,2.308978435074548,3.4146890554243567,3.265969383929466,1666736661.967187,1666737252.251376,random
221025-232444-8484-mild-rule,1,8,8,-1,29,2,0.0128,ReLU,AdamW,0.0002945342488814,0.0001394063332706,71,0.5953388919703889,0.5942448616217063,0.5826138914978248,0.7745715932776224,0.7732333646822901,0.7551762572340311,1.3402457700231136,2.627502965238897,3.317584783445393,1.7092471828156162,3.2633434890654227,4.132785906092204,1666736684.849991,1666736802.259514,random
221025-232450-5076-torn-pick,9,8,8,-1,75,3,0.3424,ReLU,AdamW,0.0652852114112783,0.0189275762462931,24,0.627509578135439,0.6232609287767802,0.6273832617296262,0.8148098109119208,0.8109011475298015,0.8198376496625567,5.540383252388403,6.257568587602972,5.437205943474761,6.965664275790175,7.688585208158596,6.724006241277278,1666736690.508026,1666736749.155679,random
221025-232455-9003-rude-side,4,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.493588602886397,0.496293330902815,0.5086251945275095,0.6508031870202386,0.6583918159228663,0.6695974396443694,4.200104702383193,4.77976533383057,5.027871395171797,5.102916571599421,5.760303364745669,5.824766673969891,1666736695.900759,1666736859.196567,random
221025-232507-5641-oval-harm,8,8,8,-1,589,1,0.2592,ReLU,AdamW,2.555097090352507e-05,0.0017613473257365,12,0.5542109915406573,0.5529184440280606,0.5591218518152226,0.741841564589682,0.7386364878592636,0.7478586968595369,1.3039767944527256,2.473560541193174,2.499236310683492,1.6128961627995293,3.313126056379242,3.105487780843473,1666736707.564501,1666736924.23051,random
221025-232507-6869-loud-swim,8,8,8,-1,521,3,0.0832,CELU,AdamW,0.5994842503189409,0.0005373039141606,10,0.5678315945019133,0.5701890470529035,0.5734106500105817,0.759770591622192,0.7618713381713358,0.7652307925422644,3.4719675171600635,4.0317890206400495,3.797732586009088,4.395344345317539,5.068088589099658,4.795340014214964,1666736707.687347,1666736865.932858,random
221025-232529-9973-true-play,2,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.557097375786631,0.534088081787089,0.553983348334496,0.7342009426292418,0.7027136250811273,0.7302339108651777,4.285497369290737,4.819448196775233,4.986670020182733,5.486638314751498,7.193494958045881,7.957750722802064,1666736729.998836,1666736778.89916,random
221025-232539-7766-sick-peak,5,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5467572563634611,0.554776634404587,0.5511745918252263,0.7088440746874227,0.7221091822975659,0.7165784431959084,6.4257394032099295,6.628318380098745,6.799231314257908,7.459540022807256,7.84323294840251,7.97508740102517,1666736739.777063,1666736874.632359,random
221025-232612-9375-best-term,0,8,8,-1,320,2,0.1472,ReLU,AdamW,0.0003300034791125,0.0011437866001591,17,0.5476785319331946,0.5319729890216287,0.5349484664083914,0.7359242036794773,0.7055138982306024,0.7155722311404913,0.8728988680799252,2.804716251369697,2.9611006849892227,1.0621701620578965,3.635664329842785,3.6928912124795,1666736772.937971,1666736959.781357,random
221025-232618-9036-soft-west,3,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.5559186239142416,0.575185595415785,0.5340896254867973,0.7299714106120917,0.7566253330059317,0.7016300225627616,3.950218713132815,4.695024605047848,4.91466874044011,5.337518935374294,5.633866246595159,6.7313633601196265,1666736778.904065,1666736829.823596,random
221025-232621-2865-smug-pack,9,8,8,-1,288,1,0.2816,Tanh,AdamW,0.0022804717221467,0.0001008457277365,51,0.5779399956834432,0.5668222216516172,0.5824638765395044,0.7562251490226737,0.7400055568772314,0.7654884831121114,1.2130369015252294,3.0238092399206016,3.50347242977935,1.660739924338506,3.889694936810499,4.2945776917419725,1666736781.286951,1666737024.131605,random
221025-232642-2637-near-keep,2,8,8,-1,29,2,0.0128,ReLU,AdamW,0.0002945342488814,0.0001394063332706,71,0.5824429585632295,0.566005523688632,0.5823015212116766,0.7570761581636932,0.7377453297928789,0.7588052466992129,0.904646368472784,2.612930631309037,2.81074141580988,1.198844281141208,3.3528531408135,3.485650989478574,1666736802.264221,1666737059.803446,random
221025-232709-8282-easy-town,4,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.549700150883144,0.5536822599933146,0.570260320065441,0.7231482152579659,0.7305424436110663,0.7517378714965534,3.885803317878549,4.651125354219571,4.666980002290353,5.1298073692643404,6.015692033351195,5.778133057468431,1666736829.828829,1666736886.271387,random
221025-232738-1726-sick-crew,9,8,8,-1,1085,5,0.064,ReLU,AdamW,0.0278255940220712,0.0001471363588104,8,0.5684210060092596,0.5611106450286225,0.5650821077053035,0.7509040001834029,0.7361087173537655,0.7461926340480662,0.8660725467973045,3.283127722524327,3.257881421652536,1.1530639572460677,4.291971027384659,4.189534508536325,1666736858.173549,1666737107.055826,random
221025-232743-0359-warm-drop,5,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.5339114699152298,0.5394658274415273,0.5341454137856891,0.7058267854583924,0.7190471568486243,0.7120778565126076,4.881917202663513,4.95209398469178,5.304002054856318,5.903691561872586,6.090058510532823,6.398286053223636,1666736863.036757,1666736953.43715,random
221025-232745-9389-spry-sing,9,8,8,-1,521,3,0.0832,CELU,AdamW,0.5994842503189409,0.0005373039141606,10,0.5900976427503284,0.583132660770595,0.5928187204246084,0.7767048755559783,0.7686616292376567,0.781496089264682,3.903947240847153,4.754564120807701,4.66919631606365,5.244100122688319,6.112623341558819,5.914481487742783,1666736865.939338,1666737007.139076,random
221025-232754-6356-warm-feed,6,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5442278799250787,0.5425773444637091,0.5487214456699774,0.7068482093864734,0.7044089864810616,0.7160426987147915,5.530081015860347,5.974101528453267,5.814983935274367,6.871517107713951,7.682461125927976,7.296431439622745,1666736874.636047,1666737022.197385,random
221025-232806-2765-high-heat,5,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.531440255468421,0.5443805494824216,0.534766651326203,0.6998463665195707,0.7235079213581612,0.7047032200200489,3.4512744767551133,4.1758961373419385,4.098110682035959,4.776117088033029,5.426784922861256,5.290216378472612,1666736886.277369,1666736933.158927,random
221025-232844-2341-true-rush,9,8,8,-1,589,1,0.2592,ReLU,AdamW,2.555097090352507e-05,0.0017613473257365,12,0.5681606207067389,0.5611303685917984,0.564780356201866,0.7682300344963822,0.7548789384682894,0.7650614077190437,2.370121780802604,3.239836295599274,3.288133917286331,3.1935968096362832,4.245016055389304,4.3001683358130665,1666736924.234541,1666737088.453452,random
221025-232853-1629-fair-tale,6,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.5463004703863845,0.5452642870132467,0.5545506514872863,0.7201476561433034,0.7150083771150076,0.7358204512224672,3.321210222909534,4.24881989184034,4.132559131404305,4.589988906402592,6.068586409038884,5.380625458682799,1666736933.163535,1666737007.915707,random
221025-232902-3154-half-loss,0,8,8,-1,880,4,0.3328,CELU,AdamW,0.1367106880724677,9.052791215135608e-05,79,0.5367064388614894,0.5161794936313897,0.5306873642211662,0.7138372059253465,0.6843626395692446,0.7036724744078343,2.126393182553873,3.152695582135549,2.650520911884444,2.546212333154729,3.8890040255167295,3.4939751890215445,1666736942.317739,1666737174.530079,random
221025-232913-4535-long-deep,6,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.5626530410456291,0.5627458707660854,0.5674266047738828,0.74302932911196,0.7390929551448171,0.7538080471719426,5.00781536817159,4.744697931645364,4.941181846210205,6.139228320143499,5.967665483974677,6.193500912244157,1666736953.454009,1666737064.509571,random
221025-232919-8055-next-roll,1,8,8,-1,320,2,0.1472,ReLU,AdamW,0.0003300034791125,0.0011437866001591,17,0.5643526934181758,0.5652777187298007,0.5500798232849348,0.7523762929587843,0.7526153768544203,0.7240371906839567,1.497447952870431,3.092219820571329,3.0163296035049707,1.9066978747551344,3.7819819672348216,3.816925423841902,1666736959.806044,1666737107.396222,random
221025-233007-9195-free-road,7,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.5876033195277142,0.5913031738617208,0.5831433469878721,0.7673047213518337,0.7696945064434388,0.7607461704756288,4.2506809358472335,4.222749140151634,5.376537414250183,5.542843805044567,5.305389151058387,6.972204518060354,1666737007.92011,1666737052.94225,random
221025-233022-2007-tart-main,7,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5546829569484769,0.561192194157715,0.5489147846556668,0.7168857419503255,0.7238802399697709,0.7098721839805379,5.542512256259368,6.054515366124897,5.835585876479089,6.280786282232578,6.91270846024738,6.897758033682588,1666737022.201158,1666737157.418787,random
221025-233032-0099-flat-rice,0,8,8,-1,1622,4,0.35264,Tanh,AdamW,0.0006910447514915,0.0140665875742938,199,0.7241365425765334,0.7139700242146184,0.7112770722318044,0.9434761980579224,0.9300700153162592,0.9267181965332568,2.677861561070805,6.24641430264032,6.20224126186766,3.511763348222409,8.150733230978842,7.850147138181204,1666737032.010418,1666737548.43941,random
221025-233052-9480-mild-male,8,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.5565702995094197,0.5646331779291184,0.5626737688669501,0.7320770157128438,0.7440159527870613,0.7398316570020111,3.733307466882584,4.340742778250095,3.948080427023091,5.018153833553636,5.469050328997889,5.094685125105388,1666737052.952519,1666737128.812627,random
221025-233059-8064-rich-read,3,8,8,-1,29,2,0.0128,ReLU,AdamW,0.0002945342488814,0.0001394063332706,71,0.5836014836718862,0.5926076356531114,0.5662989784252428,0.7571637572188641,0.7673776212458725,0.735092191397418,1.5808736088549884,2.978342394064867,2.8873062914117886,1.9902821003005216,3.652563438283151,3.6871332526715337,1666737059.807171,1666737187.032516,random
221025-233104-5138-drab-shoe,7,8,8,-1,54,5,0.34304,CELU,AdamW,0.0014470842848333,0.0001093487327504,655,0.5246534448041723,0.530691525434951,0.5221656833670975,0.6928818451574968,0.6984571106525017,0.6866102280964037,4.555284334028528,4.356012654118191,4.352980495823632,5.47496191786291,5.291737353938361,5.284648509069143,1666737064.514799,1666737214.287817,random
221025-233126-0937-safe-page,8,8,8,-1,408,1,0.192,Tanh,AdamW,7.742636826811277e-06,0.0001825870636274,7,0.5615127955040963,0.570784509582281,0.5663490553580826,0.7301833909537506,0.7427157305696954,0.7368377708770717,1.0137931636927855,3.4374794422967936,3.1629378030491218,1.258319326159283,4.280384314078254,4.03677133298809,1666737086.094147,1666737531.525973,random
221025-233147-3992-wary-peak,2,8,8,-1,320,2,0.1472,ReLU,AdamW,0.0003300034791125,0.0011437866001591,17,0.5548405563832345,0.534671579705749,0.5527771682332194,0.7417831066999496,0.7137177059021749,0.7406998258762967,0.8675885709468203,2.734228043980558,2.582187121378137,1.1228116909181314,3.5731230389293973,3.4848703335949422,1666737107.39982,1666737213.579826,random
221025-233209-0918-nice-dear,9,8,8,-1,8,1,0.1696,Tanh,AdamW,0.1816599788375325,0.0060940709242114,38,0.555240924735525,0.5479026015895684,0.5642959212014997,0.7309116358979518,0.7194444738826715,0.7439669917943958,3.554417150644807,4.606255932841493,4.430423740385325,4.757546167412093,5.799519674775311,5.4036328941627945,1666737129.092573,1666737172.510911,random
221025-233237-4219-wavy-card,8,8,8,-1,1292,5,0.3878400000000001,ReLU,AdamW,8.675042376416154e-06,0.0011750700423067,502,0.5612576256169444,0.5670346577519333,0.5701964577008026,0.729718675813007,0.7379074325301499,0.7431173798163615,6.916630110970422,7.242116103407653,7.525565632373902,8.121444574072344,8.64422386048336,8.711572397660653,1666737157.422433,1666737277.241831,random
221025-233238-6914-huge-mood,0,8,8,-1,15,5,0.3584,Tanh,AdamW,0.0002346228848142,5.277248004393015e-05,27,0.6183611222242398,0.6125676606716564,0.6027795568672266,0.8119348759651346,0.80411474300765,0.790297523258244,9.060086016644163,9.833218071774644,8.759330464889782,10.914044277928836,11.691279910430916,10.351506245139683,1666737158.691811,1666737228.629,random
221025-233238-7940-back-main,0,8,8,-1,17,1,0.224,ReLU,AdamW,0.0012915496650148,0.0008274085499715,9,0.5623239446461273,0.5442671509604669,0.5534350171718578,0.7469723549150041,0.7198333582557246,0.732149581348466,1.8390204347781176,2.866661453990078,2.8477199849633514,2.451046129301873,3.668457308401585,3.6000192128828963,1666737158.794726,1666737672.108656,random
221025-233254-5363-meek-grab,1,8,8,-1,880,4,0.3328,CELU,AdamW,0.1367106880724677,9.052791215135608e-05,79,0.5392167357218938,0.5419229603528152,0.5190430481055351,0.7179384332021453,0.7196939853250315,0.6886692311004864,1.7111547707008334,2.67724439983369,2.82575897646419,2.3483623422433024,3.4504174993106536,3.625812012111079,1666737174.537414,1666737368.212438,random
